date,contract,contract_month,session,open,high,low,last,change,change_percent,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2020-01-09,TX,202006,Regular,11836,11903,11809,11890,176,1.5,281,11890,1059,11888,11893,12115,9919
2020-01-09,TX,202006,After-Hours,11742,11839,11742,11839,125,1.07,25,,,11816,11822,12115,9919
2020-01-09,TX,202009,Regular,11466,11545,11447,11524,176,1.55,76,11524,582,11521,11526,11739,10270
2020-01-09,TX,202009,After-Hours,11374,11463,11370,11460,112,0.99,30,,,11446,11453,11739,10270
2020-01-09,TX,202012,Regular,11419,11500,11406,11472,177,1.57,37,11472,201,11474,11479,11688,11233
2020-01-09,TX,202012,After-Hours,11344,11420,11317,11420,125,1.11,24,,,11399,11405,11688,11233
2020-01-10,TX,202001,Regular,12005,12042,11953,12010,41,0.34,114171,12011,72684,12010,12011,12198,11070
2020-01-10,TX,202001,After-Hours,11970,12005,11940,11981,12,0.1,31526,,,11981,11982,12198,11070
2020-01-10,TX,202002,Regular,11988,12027,11939,11997,41,0.34,18562,11997,23938,11996,11997,12183,11383
2020-01-10,TX,202002,After-Hours,11958,11990,11929,11966,10,0.08,1361,,,11968,11970,12183,11383
2020-01-10,TX,202003,Regular,11977,12011,11933,11977,36,0.3,242,11977,3085,11979,11981,12166,9756
2020-01-10,TX,202003,After-Hours,11951,11974,11917,11931,-10,-0.08,84,,,11952,11955,12166,9756
2020-01-10,TX,202006,Regular,11928,11960,11913,11914,24,0.2,38,11930,1066,11928,11932,12115,9919
2020-01-10,TX,202006,After-Hours,11898,11920,11880,11907,17,0.14,15,,,11901,11905,12115,9919
2020-01-10,TX,202009,Regular,11561,11590,11522,11563,39,0.34,50,11563,575,11562,11566,11739,10270
2020-01-10,TX,202009,After-Hours,11535,11553,11524,11547,23,0.2,24,,,11534,11540,11739,10270
2020-01-10,TX,202012,Regular,11514,11542,11466,11517,45,0.39,41,11517,211,11515,11520,11688,11233
2020-01-10,TX,202012,After-Hours,11502,11505,11496,11501,29,0.25,11,,,11487,11492,11688,11233
2020-01-13,TX,202001,Regular,12085,12121,12044,12117,106,0.88,142642,12116,58810,12117,12118,12198,11070
2020-01-13,TX,202001,After-Hours,12015,12037,11997,12013,2,0.02,19995,,,12013,12014,12198,11070
2020-01-13,TX,202002,Regular,12056,12102,12030,12096,99,0.83,40612,12096,44981,12095,12097,12183,11383
2020-01-13,TX,202002,After-Hours,12001,12020,11983,11997,0,0,1238,,,11997,11999,12183,11383
2020-01-13,TX,202003,Regular,12054,12083,12016,12079,102,0.85,444,12079,3145,12075,12080,12166,9756
2020-01-13,TX,202003,After-Hours,11989,12000,11970,11980,3,0.03,54,,,11981,11983,12166,9756
2020-01-13,TX,202006,Regular,12000,12033,11975,12026,96,0.8,114,12026,1109,12025,12028,12115,9919
2020-01-13,TX,202006,After-Hours,11930,11950,11930,11950,20,0.17,2,,,11932,11935,12115,9919
2020-01-13,TX,202009,Regular,11632,11666,11609,11661,98,0.85,79,11661,576,11661,11664,11739,10270
2020-01-13,TX,202009,After-Hours,11578,11583,11557,11583,20,0.17,7,,,11565,11570,11739,10270
2020-01-13,TX,202012,Regular,11584,11615,11558,11615,98,0.85,55,11615,202,11608,11615,11688,11233
2020-01-13,TX,202012,After-Hours,11527,11527,11527,11527,10,0.09,2,,,11518,11523,11688,11233
2020-01-14,TX,202001,Regular,12176,12199,12148,12181,65,0.54,104397,12181,39121,12181,12183,12199,11070
2020-01-14,TX,202001,After-Hours,12122,12174,12114,12172,56,0.46,23051,,,12172,12173,12198,11070
2020-01-14,TX,202002,Regular,12156,12171,12122,12155,59,0.49,37503,12155,61784,12155,12157,12183,11383
2020-01-14,TX,202002,After-Hours,12101,12153,12096,12151,55,0.45,3449,,,12151,12153,12183,11383
2020-01-14,TX,202003,Regular,12138,12150,12105,12137,58,0.48,530,12137,3386,12135,12138,12166,9756
2020-01-14,TX,202003,After-Hours,12089,12135,12078,12135,56,0.46,142,,,12131,12136,12166,9756
2020-01-14,TX,202006,Regular,12078,12097,12054,12082,56,0.47,168,12082,1072,12081,12085,12115,9919
2020-01-14,TX,202006,After-Hours,12038,12080,12038,12080,54,0.45,22,,,12077,12080,12115,9919
2020-01-14,TX,202009,Regular,11718,11733,11688,11715,54,0.46,80,11715,570,11717,11723,11739,10270
2020-01-14,TX,202009,After-Hours,11668,11710,11661,11710,49,0.42,26,,,11712,11719,11739,10270
2020-01-14,TX,202012,Regular,11671,11677,11639,11672,57,0.49,39,11672,210,11666,11673,11688,11233
2020-01-14,TX,202012,After-Hours,11626,11665,11612,11665,50,0.43,14,,,11663,11670,11688,11233
2020-01-15,TX,202001,Regular,12159,12175,12058,12063,-118,-0.97,89882,0,25911,12062,12063,12199,11070
2020-01-15,TX,202001,After-Hours,12174,12197,12152,12175,-6,-0.05,23266,,,12174,12176,12199,11070
2020-01-15,TX,202002,Regular,12139,12148,12042,12056,-99,-0.81,65151,12054,76515,12055,12057,12183,11383
2020-01-15,TX,202002,After-Hours,12152,12169,12128,12151,-4,-0.03,6675,,,12150,12151,12183,11383
2020-01-15,TX,202003,Regular,12120,12130,12029,12035,-102,-0.84,597,12035,3687,12038,12042,12166,9756
2020-01-15,TX,202003,After-Hours,12129,12150,12112,12130,-7,-0.06,226,,,12130,12134,12166,9756
2020-01-15,TX,202006,Regular,12066,12070,11981,11985,-97,-0.8,52,11985,1067,11985,11989,12115,9919
2020-01-15,TX,202006,After-Hours,12070,12082,12070,12082,0,0,4,,,12075,12080,12115,9919
2020-01-15,TX,202009,Regular,11700,11708,11611,11621,-94,-0.8,66,11621,571,11620,11624,11739,10270
2020-01-15,TX,202009,After-Hours,11712,11730,11697,11730,15,0.13,20,,,11711,11718,11739,10270
2020-01-15,TX,202012,Regular,11650,11660,11560,11570,-102,-0.87,59,11570,244,11570,11574,11688,11233
2020-01-15,TX,202012,After-Hours,11655,11672,11650,11672,0,0,9,,,11660,11666,11688,11233
2020-01-16,TX,202002,Regular,12040,12078,11990,12056,2,0.02,106272,12052,78587,12055,12056,12183,11383
2020-01-16,TX,202002,After-Hours,12067,12085,12015,12036,-18,-0.15,27281,,,12036,12039,12183,11383
2020-01-16,TX,202003,Regular,12032,12060,11977,12041,6,0.05,1324,12036,3964,12038,12041,12166,9756
2020-01-16,TX,202003,After-Hours,12055,12067,12000,12019,-16,-0.13,271,,,12019,12024,12166,9756
2020-01-16,TX,202004,Regular,12006,12031,11965,12004,1,0.01,242,12004,164,12009,12011,12031,11965
2020-01-16,TX,202006,Regular,11972,12005,11940,11981,-4,-0.03,110,11986,1073,11985,11988,12115,9919
2020-01-16,TX,202006,After-Hours,11998,12010,11950,11959,-26,-0.22,19,,,11966,11972,12115,9919
2020-01-16,TX,202009,Regular,11607,11632,11581,11605,-16,-0.14,20,11622,569,11620,11624,11739,10270
2020-01-16,TX,202009,After-Hours,11634,11642,11590,11609,-12,-0.1,31,,,11604,11611,11739,10270
2020-01-16,TX,202012,Regular,11557,11577,11533,11557,-13,-0.11,24,11571,256,11570,11573,11688,11233
2020-01-16,TX,202012,After-Hours,11586,11595,11537,11537,-33,-0.29,14,,,11551,11557,11688,11233
2020-01-17,TX,202002,Regular,12103,12118,12029,12072,20,0.17,101199,12071,77466,12072,12073,12183,11383
2020-01-17,TX,202002,After-Hours,12066,12104,12050,12097,45,0.37,32484,,,12096,12097,12183,11383
2020-01-17,TX,202003,Regular,12081,12100,12015,12053,17,0.14,1050,12052,4209,12053,12055,12166,9756
2020-01-17,TX,202003,After-Hours,12049,12085,12032,12079,43,0.36,246,,,12078,12080,12166,9756
2020-01-17,TX,202004,Regular,12053,12065,11986,12023,19,0.16,82,12023,207,12022,12026,12065,11965
2020-01-17,TX,202004,After-Hours,12018,12054,12012,12049,45,0.37,31,,,12048,12051,12054,11965
2020-01-17,TX,202006,Regular,12032,12037,11965,11999,13,0.11,57,11999,1069,11998,12001,12115,9919
2020-01-17,TX,202006,After-Hours,11991,12030,11991,12025,39,0.33,30,,,12025,12028,12115,9919
2020-01-17,TX,202009,Regular,11671,11675,11600,11634,12,0.1,36,11634,574,11632,11634,11739,10270
2020-01-17,TX,202009,After-Hours,11621,11666,11621,11645,23,0.2,15,,,11659,11663,11739,10270
2020-01-17,TX,202012,Regular,11601,11601,11550,11582,11,0.1,22,11582,260,11582,11585,11688,11233
2020-01-17,TX,202012,After-Hours,11586,11615,11583,11600,29,0.25,11,,,11608,11610,11688,11233
2020-01-20,TX,202002,Regular,12119,12160,12097,12111,40,0.33,77557,12111,77182,12110,12111,12183,11383
2020-01-20,TX,202002,After-Hours,12077,12106,12072,12106,35,0.29,16582,,,12103,12106,12183,11383
2020-01-20,TX,202003,Regular,12099,12140,12080,12093,41,0.34,1037,12095,4432,12092,12094,12166,9756
2020-01-20,TX,202003,After-Hours,12058,12087,12056,12087,35,0.29,149,,,12084,12088,12166,9756
2020-01-20,TX,202004,Regular,12075,12103,12050,12066,43,0.36,52,12066,223,12059,12065,12103,11965
2020-01-20,TX,202004,After-Hours,12032,12055,12029,12055,32,0.27,5,,,12053,12058,12065,11965
2020-01-20,TX,202006,Regular,12047,12081,12035,12035,36,0.3,37,12035,1074,12036,12042,12115,9919
2020-01-20,TX,202006,After-Hours,12013,12014,12013,12014,15,0.13,4,,,12028,12033,12115,9919
2020-01-20,TX,202009,Regular,11682,11711,11667,11669,35,0.3,65,11669,565,11667,11675,11739,10270
2020-01-20,TX,202009,After-Hours,11638,11660,11638,11660,26,0.22,6,,,11663,11669,11739,10270
2020-01-20,TX,202012,Regular,11626,11662,11623,11623,41,0.35,21,11623,272,11615,11623,11688,11233
2020-01-20,TX,202012,After-Hours,11594,11604,11594,11604,22,0.19,3,,,11612,11617,11688,11233
2020-01-30,TX,202002,Regular,11770,11798,11366,11370,-741,-6.12,248664,11372,86323,11368,11369,12183,11366
2020-01-30,TX,202002,After-Hours,12116,12117,12079,12099,-12,-0.1,11314,,,12099,12100,12183,11383
2020-01-30,TX,202003,Regular,11773,11780,11351,11357,-738,-6.1,4014,11355,5263,11351,11354,12166,9756
2020-01-30,TX,202003,After-Hours,12095,12095,12063,12079,-16,-0.13,165,,,12079,12084,12166,9756
2020-01-30,TX,202004,Regular,11750,11750,11323,11323,-743,-6.16,220,11323,306,11321,11325,12103,11323
2020-01-30,TX,202004,After-Hours,12050,12054,12044,12054,-12,-0.1,26,,,12048,12054,12103,11965
2020-01-30,TX,202006,Regular,11795,11795,11305,11305,-730,-6.07,414,11305,949,11301,11304,12115,9919
2020-01-30,TX,202006,After-Hours,12039,12039,12018,12032,-3,-0.02,14,,,12025,12035,12115,9919
2020-01-30,TX,202009,Regular,11359,11360,10949,10951,-718,-6.15,173,10935,554,10933,10937,11739,10270
2020-01-30,TX,202009,After-Hours,11653,11661,11653,11661,-8,-0.07,2,,,11654,11664,11739,10270
2020-01-30,TX,202012,Regular,11331,11331,10900,10900,-723,-6.22,145,10882,331,10880,10885,11688,10900
2020-01-30,TX,202012,After-Hours,,,,,,,0,,,11603,11613,11688,11233
2020-01-31,TX,202002,Regular,11460,11567,11407,11468,96,0.84,154361,11469,84049,11467,11468,12183,11271
2020-01-31,TX,202002,After-Hours,11367,11455,11271,11451,79,0.69,70508,,,11451,11454,12183,11271
2020-01-31,TX,202003,Regular,11437,11548,11390,11448,93,0.82,2389,11448,5491,11447,11450,12166,9756
2020-01-31,TX,202003,After-Hours,11350,11435,11258,11435,80,0.7,839,,,11432,11436,12166,9756
2020-01-31,TX,202004,Regular,11410,11515,11371,11421,98,0.87,163,11421,417,11416,11419,12103,11225
2020-01-31,TX,202004,After-Hours,11323,11386,11225,11377,54,0.48,73,,,11403,11407,12103,11225
2020-01-31,TX,202006,Regular,11394,11490,11344,11386,81,0.72,332,11393,1211,11391,11395,12115,9919
2020-01-31,TX,202006,After-Hours,11300,11366,11210,11320,15,0.13,114,,,11382,11386,12115,9919
2020-01-31,TX,202009,Regular,11030,11124,10980,11032,97,0.89,51,11032,549,11024,11028,11739,10270
2020-01-31,TX,202009,After-Hours,10921,11010,10855,11010,75,0.69,50,,,11013,11019,11739,10270
2020-01-31,TX,202012,Regular,10972,11070,10932,10968,86,0.79,63,10974,326,10972,10976,11688,10800
2020-01-31,TX,202012,After-Hours,10802,10942,10800,10910,28,0.26,35,,,10961,10966,11688,10800
2020-02-03,TX,202002,Regular,11285,11370,11152,11325,-144,-1.26,206381,11324,84916,11323,11324,12183,11152
2020-02-03,TX,202002,After-Hours,11455,11470,11211,11241,-228,-1.99,71115,,,11242,11244,12183,11211
2020-02-03,TX,202003,Regular,11267,11350,11136,11305,-143,-1.25,2757,11304,6224,11303,11306,12166,9756
2020-02-03,TX,202003,After-Hours,11442,11451,11192,11225,-223,-1.95,1538,,,11223,11227,12166,9756
2020-02-03,TX,202004,Regular,11237,11315,11111,11278,-143,-1.25,236,11277,497,11274,11277,12103,11111
2020-02-03,TX,202004,After-Hours,11411,11411,11169,11194,-227,-1.99,253,,,11194,11198,12103,11169
2020-02-03,TX,202006,Regular,11213,11285,11089,11254,-139,-1.22,178,11254,1310,11249,11253,12115,9919
2020-02-03,TX,202006,After-Hours,11384,11387,11150,11172,-221,-1.94,114,,,11168,11174,12115,9919
2020-02-03,TX,202009,Regular,10842,10922,10731,10886,-146,-1.32,147,10886,545,10883,10887,11739,10270
2020-02-03,TX,202009,After-Hours,11024,11024,10786,10798,-234,-2.12,81,,,10804,10810,11739,10270
2020-02-03,TX,202012,Regular,10793,10867,10662,10831,-143,-1.3,65,10831,328,10828,10832,11688,10662
2020-02-03,TX,202012,After-Hours,10963,10963,10733,10760,-214,-1.95,70,,,10749,10756,11688,10733
2020-02-04,TX,202002,Regular,11373,11557,11362,11534,210,1.85,145462,11534,81907,11532,11534,12183,11152
2020-02-04,TX,202002,After-Hours,11309,11375,11298,11353,29,0.26,36926,,,11352,11353,12183,11152
2020-02-04,TX,202003,Regular,11348,11535,11344,11510,206,1.82,2127,11515,6521,11511,11515,12166,9756
2020-02-04,TX,202003,After-Hours,11287,11355,11282,11327,23,0.2,456,,,11332,11336,12166,9756
2020-02-04,TX,202004,Regular,11326,11505,11315,11480,203,1.8,179,11480,560,11480,11485,12103,11111
2020-02-04,TX,202004,After-Hours,11263,11327,11256,11313,36,0.32,68,,,11303,11306,12103,11111
2020-02-04,TX,202006,Regular,11299,11474,11292,11466,212,1.88,194,11466,1297,11452,11457,12115,9919
2020-02-04,TX,202006,After-Hours,11265,11300,11238,11288,34,0.3,47,,,11278,11282,12115,9919
2020-02-04,TX,202009,Regular,10927,11114,10926,11102,216,1.98,120,11102,528,11089,11095,11739,10270
2020-02-04,TX,202009,After-Hours,10875,10935,10860,10928,42,0.39,17,,,10912,10916,11739,10270
2020-02-04,TX,202012,Regular,10881,11056,10871,11038,207,1.91,61,11038,325,11031,11037,11688,10662
2020-02-04,TX,202012,After-Hours,10831,10883,10830,10859,28,0.26,24,,,10856,10861,11688,10662
2020-02-05,TX,202002,Regular,11603,11620,11474,11542,8,0.07,155144,11542,80299,11541,11542,12183,11152
2020-02-05,TX,202002,After-Hours,11541,11639,11519,11622,88,0.76,41539,,,11619,11622,12183,11152
2020-02-05,TX,202003,Regular,11585,11596,11455,11523,8,0.07,2285,11523,7020,11520,11523,12166,9756
2020-02-05,TX,202003,After-Hours,11526,11616,11500,11598,83,0.72,747,,,11598,11602,12166,9756
2020-02-05,TX,202004,Regular,11559,11560,11428,11492,12,0.1,186,11492,636,11488,11492,12103,11111
2020-02-05,TX,202004,After-Hours,11485,11585,11472,11570,90,0.78,76,,,11567,11572,12103,11111
2020-02-05,TX,202006,Regular,11515,11521,11400,11462,-4,-0.03,168,11462,1308,11458,11463,12115,9919
2020-02-05,TX,202006,After-Hours,11462,11556,11462,11556,90,0.78,37,,,11537,11544,12115,9919
2020-02-05,TX,202009,Regular,11149,11175,11042,11115,13,0.12,79,11100,522,11098,11102,11739,10270
2020-02-05,TX,202009,After-Hours,11096,11189,11081,11189,87,0.78,25,,,11175,11182,11739,10270
2020-02-05,TX,202012,Regular,11100,11107,10984,11035,-3,-0.03,39,11035,334,11038,11042,11688,10662
2020-02-05,TX,202012,After-Hours,11043,11129,11019,11129,91,0.82,16,,,11118,11122,11688,10662
2020-02-06,TX,202002,Regular,11651,11744,11628,11741,199,1.72,122911,11739,81655,11740,11741,12183,11152
2020-02-06,TX,202002,After-Hours,11554,11659,11539,11634,92,0.8,61792,,,11632,11634,12183,11152
2020-02-06,TX,202003,Regular,11626,11723,11610,11720,197,1.71,2180,11721,7531,11720,11721,12166,9756
2020-02-06,TX,202003,After-Hours,11530,11638,11523,11614,91,0.79,1135,,,11611,11615,12166,9756
2020-02-06,TX,202004,Regular,11601,11690,11580,11685,193,1.68,201,11685,762,11689,11691,12103,11111
2020-02-06,TX,202004,After-Hours,11500,11606,11494,11584,92,0.8,103,,,11579,11584,12103,11111
2020-02-06,TX,202006,Regular,11578,11656,11556,11656,194,1.69,155,11656,1305,11657,11660,12115,9919
2020-02-06,TX,202006,After-Hours,11462,11573,11460,11516,54,0.47,88,,,11547,11552,12115,9919
2020-02-06,TX,202009,Regular,11213,11296,11194,11295,195,1.76,98,11295,474,11297,11301,11739,10270
2020-02-06,TX,202009,After-Hours,11098,11217,11098,11191,91,0.82,110,,,11187,11193,11739,10270
2020-02-06,TX,202012,Regular,11151,11234,11134,11234,199,1.8,50,11234,332,11236,11240,11688,10662
2020-02-06,TX,202012,After-Hours,11050,11152,11050,11101,66,0.6,36,,,11128,11133,11688,10662
2020-02-07,TX,202002,Regular,11660,11666,11566,11592,-147,-1.25,125747,11589,76980,11592,11593,12183,11152
2020-02-07,TX,202002,After-Hours,11741,11742,11659,11692,-47,-0.4,47647,,,11692,11693,12183,11152
2020-02-07,TX,202003,Regular,11651,11651,11550,11574,-147,-1.25,2170,11572,8121,11574,11576,12166,9756
2020-02-07,TX,202003,After-Hours,11717,11718,11644,11675,-46,-0.39,721,,,11674,11677,12166,9756
2020-02-07,TX,202004,Regular,11614,11614,11520,11540,-145,-1.24,140,11540,825,11543,11545,12103,11111
2020-02-07,TX,202004,After-Hours,11670,11684,11613,11649,-36,-0.31,83,,,11641,11645,12103,11111
2020-02-07,TX,202006,Regular,11570,11580,11490,11509,-147,-1.26,125,11509,1318,11512,11516,12115,9919
2020-02-07,TX,202006,After-Hours,11647,11650,11583,11635,-21,-0.18,44,,,11610,11614,12115,9919
2020-02-07,TX,202009,Regular,11220,11220,11132,11157,-138,-1.22,58,11157,494,11152,11156,11739,10270
2020-02-07,TX,202009,After-Hours,11286,11286,11220,11272,-23,-0.2,32,,,11250,11255,11739,10270
2020-02-07,TX,202012,Regular,11150,11155,11073,11092,-142,-1.26,57,11092,342,11093,11096,11688,10662
2020-02-07,TX,202012,After-Hours,11221,11222,11160,11200,-34,-0.3,19,,,11191,11194,11688,10662
2020-02-10,TX,202002,Regular,11455,11598,11402,11564,-25,-0.22,147183,11565,77151,11564,11565,12183,11152
2020-02-10,TX,202002,After-Hours,11614,11626,11485,11495,-94,-0.81,53574,,,11495,11496,12183,11152
2020-02-10,TX,202003,Regular,11440,11578,11385,11547,-25,-0.22,3713,11547,9322,11544,11547,12166,9756
2020-02-10,TX,202003,After-Hours,11590,11607,11470,11479,-93,-0.8,992,,,11479,11481,12166,9756
2020-02-10,TX,202004,Regular,11411,11547,11358,11513,-27,-0.23,208,11513,920,11513,11517,12103,11111
2020-02-10,TX,202004,After-Hours,11560,11575,11440,11449,-91,-0.79,73,,,11446,11450,12103,11111
2020-02-10,TX,202006,Regular,11381,11514,11328,11491,-18,-0.16,121,11491,1358,11482,11486,12115,9919
2020-02-10,TX,202006,After-Hours,11527,11544,11413,11420,-89,-0.77,83,,,11416,11420,12115,9919
2020-02-10,TX,202009,Regular,11008,11150,10975,11125,-32,-0.29,88,11125,506,11123,11126,11739,10270
2020-02-10,TX,202009,After-Hours,11177,11179,11050,11063,-94,-0.84,77,,,11057,11061,11739,10270
2020-02-10,TX,202012,Regular,10962,11082,10910,11068,-24,-0.22,39,11068,354,11064,11067,11688,10662
2020-02-10,TX,202012,After-Hours,11110,11119,10998,10998,-94,-0.85,22,,,10997,11001,11688,10662
2020-02-11,TX,202002,Regular,11625,11689,11613,11666,101,0.87,92406,11664,75559,11665,11666,12183,11152
2020-02-11,TX,202002,After-Hours,11565,11595,11520,11595,30,0.26,36076,,,11594,11595,12183,11152
2020-02-11,TX,202003,Regular,11602,11668,11596,11645,98,0.85,2715,11643,10257,11643,11646,12166,9756
2020-02-11,TX,202003,After-Hours,11552,11575,11503,11575,28,0.24,742,,,11574,11577,12166,9756
2020-02-11,TX,202004,Regular,11574,11633,11566,11615,102,0.89,212,11615,983,11612,11615,12103,11111
2020-02-11,TX,202004,After-Hours,11516,11543,11478,11543,30,0.26,59,,,11543,11546,12103,11111
2020-02-11,TX,202006,Regular,11550,11600,11537,11580,89,0.77,93,11580,1352,11579,11583,12115,9919
2020-02-11,TX,202006,After-Hours,11470,11500,11453,11483,-8,-0.07,29,,,11512,11516,12115,9919
2020-02-11,TX,202009,Regular,11190,11237,11177,11228,103,0.93,47,11221,490,11220,11223,11739,10270
2020-02-11,TX,202009,After-Hours,11124,11130,11089,11130,5,0.04,23,,,11153,11156,11739,10270
2020-02-11,TX,202012,Regular,11124,11180,11124,11160,92,0.83,40,11160,353,11161,11165,11688,10662
2020-02-11,TX,202012,After-Hours,11051,11062,11030,11046,-22,-0.2,15,,,11094,11097,11688,10662
2020-02-12,TX,202002,Regular,11663,11797,11647,11771,107,0.92,105501,11770,79401,11771,11772,12183,11152
2020-02-12,TX,202002,After-Hours,11657,11710,11645,11674,10,0.09,31136,,,11674,11675,12183,11152
2020-02-12,TX,202003,Regular,11640,11770,11629,11748,105,0.9,3797,11746,10859,11746,11748,12166,9756
2020-02-12,TX,202003,After-Hours,11641,11690,11626,11650,7,0.06,621,,,11652,11656,12166,9756
2020-02-12,TX,202004,Regular,11609,11738,11600,11704,89,0.77,270,11714,1138,11713,11716,12103,11111
2020-02-12,TX,202004,After-Hours,11602,11658,11600,11630,15,0.13,78,,,11621,11625,12103,11111
2020-02-12,TX,202006,Regular,11577,11700,11571,11679,99,0.85,110,11679,1387,11679,11682,12115,9919
2020-02-12,TX,202006,After-Hours,11570,11620,11570,11583,3,0.03,33,,,11589,11593,12115,9919
2020-02-12,TX,202009,Regular,11217,11330,11210,11318,97,0.86,53,11318,485,11317,11323,11739,10270
2020-02-12,TX,202009,After-Hours,11209,11260,11209,11223,2,0.02,23,,,11230,11234,11739,10270
2020-02-12,TX,202012,Regular,11159,11275,11150,11250,90,0.81,51,11250,358,11254,11263,11688,10662
2020-02-12,TX,202012,After-Hours,11150,11200,11148,11162,2,0.02,18,,,11171,11176,11688,10662
2020-02-13,TX,202002,Regular,11798,11837,11762,11774,4,0.03,110031,11775,77110,11774,11775,12183,11152
2020-02-13,TX,202002,After-Hours,11780,11842,11773,11838,68,0.58,37544,,,11838,11839,12183,11152
2020-02-13,TX,202003,Regular,11786,11815,11743,11754,8,0.07,6032,11755,13926,11753,11755,12166,9756
2020-02-13,TX,202003,After-Hours,11759,11818,11749,11813,67,0.57,1378,,,11813,11817,12166,9756
2020-02-13,TX,202004,Regular,11753,11780,11711,11718,4,0.03,212,11718,1159,11719,11722,12103,11111
2020-02-13,TX,202004,After-Hours,11723,11780,11716,11780,66,0.56,109,,,11779,11784,12103,11111
2020-02-13,TX,202006,Regular,11690,11743,11679,11689,10,0.09,65,11689,1404,11686,11689,12115,9919
2020-02-13,TX,202006,After-Hours,11692,11739,11692,11739,60,0.51,76,,,11743,11748,12115,9919
2020-02-13,TX,202009,Regular,11360,11380,11320,11325,7,0.06,33,11325,500,11325,11329,11739,10270
2020-02-13,TX,202009,After-Hours,11333,11387,11321,11387,69,0.61,24,,,11383,11388,11739,10270
2020-02-13,TX,202012,Regular,11296,11310,11254,11254,4,0.04,22,11254,355,11259,11264,11688,10662
2020-02-13,TX,202012,After-Hours,11262,11320,11262,11320,70,0.62,24,,,11319,11328,11688,10662
2020-02-14,TX,202002,Regular,11757,11852,11755,11812,37,0.31,102988,11810,72508,11811,11812,12183,11152
2020-02-14,TX,202002,After-Hours,11775,11811,11708,11774,-1,-0.01,55257,,,11774,11775,12183,11152
2020-02-14,TX,202003,Regular,11738,11830,11735,11790,35,0.3,11074,11789,20722,11789,11791,12166,9756
2020-02-14,TX,202003,After-Hours,11753,11789,11687,11755,0,0,2109,,,11751,11752,12166,9756
2020-02-14,TX,202004,Regular,11711,11792,11705,11755,37,0.32,180,11755,1273,11754,11757,12103,11111
2020-02-14,TX,202004,After-Hours,11731,11754,11655,11720,2,0.02,113,,,11719,11720,12103,11111
2020-02-14,TX,202006,Regular,11680,11755,11675,11718,29,0.25,67,11718,1447,11718,11721,12115,9919
2020-02-14,TX,202006,After-Hours,11692,11720,11630,11720,31,0.27,56,,,11685,11689,12115,9919
2020-02-14,TX,202009,Regular,11342,11390,11324,11355,30,0.26,36,11355,502,11355,11360,11739,10270
2020-02-14,TX,202009,After-Hours,11325,11358,11270,11358,33,0.29,21,,,11323,11328,11739,10270
2020-02-14,TX,202012,Regular,11274,11323,11250,11297,43,0.38,35,11297,362,11291,11298,11688,10662
2020-02-14,TX,202012,After-Hours,11260,11260,11200,11244,-10,-0.09,14,,,11260,11263,11688,10662
2020-02-17,TX,202002,Regular,11710,11792,11702,11770,-40,-0.34,109882,11769,56156,11770,11771,12183,11152
2020-02-17,TX,202002,After-Hours,11810,11812,11736,11762,-48,-0.41,42616,,,11761,11763,12183,11152
2020-02-17,TX,202003,Regular,11692,11769,11681,11751,-38,-0.32,29841,11750,42293,11750,11751,12166,9756
2020-02-17,TX,202003,After-Hours,11789,11790,11716,11741,-48,-0.41,1819,,,11740,11743,12166,9756
2020-02-17,TX,202004,Regular,11653,11735,11650,11714,-41,-0.35,194,11714,1351,11715,11718,12103,11111
2020-02-17,TX,202004,After-Hours,11747,11757,11685,11708,-47,-0.4,121,,,11705,11710,12103,11111
2020-02-17,TX,202006,Regular,11614,11698,11614,11680,-38,-0.32,81,11680,1494,11679,11682,12115,9919
2020-02-17,TX,202006,After-Hours,11702,11713,11653,11665,-53,-0.45,68,,,11670,11674,12115,9919
2020-02-17,TX,202009,Regular,11253,11330,11253,11317,-38,-0.33,41,11317,522,11315,11320,11739,10270
2020-02-17,TX,202009,After-Hours,11347,11347,11288,11300,-55,-0.48,35,,,11309,11315,11739,10270
2020-02-17,TX,202012,Regular,11191,11265,11191,11243,-54,-0.48,25,11257,373,11255,11259,11688,10662
2020-02-17,TX,202012,After-Hours,11251,11268,11235,11235,-62,-0.55,15,,,11247,11254,11688,10662
2020-02-18,TX,202002,Regular,11715,11719,11627,11640,-129,-1.1,154544,11640,38880,11640,11642,12183,11152
2020-02-18,TX,202002,After-Hours,11774,11786,11749,11766,-3,-0.03,16089,,,11764,11767,12183,11152
2020-02-18,TX,202003,Regular,11699,11699,11610,11629,-121,-1.03,46058,11629,65152,11627,11630,12166,9756
2020-02-18,TX,202003,After-Hours,11752,11768,11730,11747,-3,-0.03,2580,,,11743,11747,12166,9756
2020-02-18,TX,202004,Regular,11666,11666,11578,11598,-116,-0.99,455,11597,1403,11594,11599,12103,11111
2020-02-18,TX,202004,After-Hours,11720,11730,11699,11712,-2,-0.02,45,,,11710,11715,12103,11111
2020-02-18,TX,202006,Regular,11627,11627,11545,11562,-118,-1.01,281,11563,1614,11561,11567,12115,9919
2020-02-18,TX,202006,After-Hours,11685,11696,11680,11689,9,0.08,13,,,11674,11681,12115,9919
2020-02-18,TX,202009,Regular,11265,11265,11187,11200,-117,-1.03,111,11200,536,11199,11206,11739,10270
