date,contract,contract_month,session,open,high,low,last,change,change_percent,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2023-03-08,TX,202304,After-Hours,15827,15846,15688,15708,-131,-0.83,1212,,,15705,15711,15858,15174
2023-03-08,TX,202305,Regular,15695,15759,15678,15738,-87,-0.55,173,15738,605,15736,15740,15841,15270
2023-03-08,TX,202305,After-Hours,15815,15828,15678,15678,-147,-0.93,178,,,15691,15697,15841,15270
2023-03-08,TX,202306,Regular,15664,15710,15650,15696,-83,-0.53,41,15696,695,15686,15690,15793,12496
2023-03-08,TX,202306,After-Hours,15759,15776,15650,15650,-129,-0.82,34,,,15641,15647,15793,12496
2023-03-08,TX,202309,Regular,15112,15159,15112,15153,-74,-0.49,15,15153,363,15142,15148,15245,11969
2023-03-08,TX,202309,After-Hours,15223,15234,15093,15093,-134,-0.88,19,,,15092,15102,15245,11969
2023-03-08,TX,202312,Regular,15055,15080,15055,15055,-95,-0.63,7,15063,126,15061,15066,15165,13257
2023-03-08,TX,202312,After-Hours,15135,15140,15000,15000,-150,-0.99,16,,,15016,15025,15165,13257
2023-03-09,TX,202303,Regular,15855,15862,15751,15767,-18,-0.11,63471,15766,66358,15765,15769,17000,12563
2023-03-09,TX,202303,After-Hours,15788,15866,15777,15866,81,0.51,43549,,,15863,15866,17000,12563
2023-03-09,TX,202304,Regular,15813,15827,15722,15738,-15,-0.1,1823,15735,7810,15733,15737,15858,15174
2023-03-09,TX,202304,After-Hours,15754,15830,15745,15830,77,0.49,1499,,,15827,15831,15858,15174
2023-03-09,TX,202305,Regular,15809,15810,15710,15725,-13,-0.08,94,15725,639,15721,15725,15841,15270
2023-03-09,TX,202305,After-Hours,15740,15812,15730,15810,72,0.46,117,,,15812,15818,15841,15270
2023-03-09,TX,202306,Regular,15751,15751,15671,15671,-25,-0.16,33,15671,727,15672,15679,15793,12496
2023-03-09,TX,202306,After-Hours,15696,15749,15696,15748,52,0.33,31,,,15763,15769,15793,12496
2023-03-09,TX,202309,Regular,15138,15159,15138,15159,6,0.04,6,15131,366,15126,15136,15245,11969
2023-03-09,TX,202309,After-Hours,15143,15213,15143,15213,60,0.4,25,,,15215,15223,15245,11969
2023-03-09,TX,202312,Regular,15120,15120,15046,15046,-17,-0.11,10,15046,128,15046,15056,15165,13257
2023-03-09,TX,202312,After-Hours,15100,15125,15096,15106,43,0.29,9,,,15135,15144,15165,13257
2023-03-10,TX,202303,Regular,15618,15624,15452,15484,-282,-1.79,100898,15481,64951,15481,15482,17000,12563
2023-03-10,TX,202303,After-Hours,15767,15798,15616,15626,-140,-0.89,61782,,,15626,15627,17000,12563
2023-03-10,TX,202304,Regular,15583,15596,15423,15448,-287,-1.82,6804,15448,12365,15448,15450,15858,15174
2023-03-10,TX,202304,After-Hours,15735,15766,15591,15601,-134,-0.85,2838,,,15600,15602,15858,15174
2023-03-10,TX,202305,Regular,15580,15581,15416,15440,-285,-1.81,274,15440,774,15438,15442,15841,15270
2023-03-10,TX,202305,After-Hours,15700,15752,15583,15587,-138,-0.88,207,,,15588,15593,15841,15270
2023-03-10,TX,202306,Regular,15532,15532,15376,15402,-269,-1.72,39,15402,715,15396,15399,15793,12496
2023-03-10,TX,202306,After-Hours,15650,15705,15543,15549,-122,-0.78,43,,,15545,15553,15793,12496
2023-03-10,TX,202309,Regular,14970,14981,14861,14861,-270,-1.78,24,14861,380,14861,14874,15245,11969
2023-03-10,TX,202309,After-Hours,15090,15133,15003,15003,-128,-0.85,12,,,14996,15008,15245,11969
2023-03-10,TX,202312,Regular,14900,14900,14785,14790,-256,-1.7,28,14790,155,14781,14794,15165,13257
2023-03-10,TX,202312,After-Hours,14998,15054,14921,14921,-125,-0.83,15,,,14913,14928,15165,13257
2023-03-13,TX,202303,Regular,15450,15540,15345,15520,39,0.25,137218,15519,39314,15518,15520,17000,12563
2023-03-13,TX,202303,After-Hours,15476,15552,15391,15404,-77,-0.5,84223,,,15402,15404,17000,12563
2023-03-13,TX,202304,Regular,15398,15494,15315,15472,24,0.16,41006,15474,34215,15471,15473,15858,15174
2023-03-13,TX,202304,After-Hours,15434,15515,15358,15368,-80,-0.52,4681,,,15366,15370,15858,15174
2023-03-13,TX,202305,Regular,15403,15476,15313,15454,14,0.09,323,15454,886,15455,15459,15841,15270
2023-03-13,TX,202305,After-Hours,15460,15500,15348,15348,-92,-0.6,128,,,15356,15360,15841,15270
2023-03-13,TX,202306,Regular,15396,15430,15274,15410,8,0.05,99,15410,707,15404,15415,15793,12496
2023-03-13,TX,202306,After-Hours,15415,15460,15315,15315,-87,-0.56,29,,,15312,15319,15793,12496
2023-03-13,TX,202309,Regular,14854,14896,14729,14880,19,0.13,28,14880,382,14855,14879,15245,11969
2023-03-13,TX,202309,After-Hours,14862,14913,14800,14800,-61,-0.41,30,,,14775,14787,15245,11969
2023-03-13,TX,202312,Regular,14667,14810,14667,14789,-1,-0.01,11,14789,163,14784,14792,15165,13257
2023-03-13,TX,202312,After-Hours,14798,14817,14750,14800,10,0.07,15,,,14695,14708,15165,13257
2023-03-14,TX,202303,Regular,15358,15428,15310,15352,-167,-1.08,103551,15354,25173,15351,15353,17000,12563
2023-03-14,TX,202303,After-Hours,15538,15563,15355,15421,-98,-0.63,94344,,,15421,15422,17000,12563
2023-03-14,TX,202304,Regular,15330,15372,15268,15286,-188,-1.21,37731,15288,48095,15285,15288,15858,15174
2023-03-14,TX,202304,After-Hours,15495,15512,15315,15376,-98,-0.63,11651,,,15374,15377,15858,15174
2023-03-14,TX,202305,Regular,15315,15355,15257,15274,-180,-1.16,374,15275,991,15270,15276,15841,15257
2023-03-14,TX,202305,After-Hours,15495,15495,15303,15340,-114,-0.74,322,,,15359,15364,15841,15270
2023-03-14,TX,202306,Regular,15260,15314,15215,15262,-148,-0.96,30,15229,697,15225,15234,15793,12496
2023-03-14,TX,202306,After-Hours,15363,15365,15260,15335,-75,-0.49,50,,,15314,15324,15793,12496
2023-03-14,TX,202309,Regular,14724,14798,14697,14739,-141,-0.95,15,14714,383,14704,14725,15245,11969
2023-03-14,TX,202309,After-Hours,14872,14872,14745,14807,-73,-0.49,15,,,14789,14798,15245,11969
2023-03-14,TX,202312,Regular,14646,14707,14621,14660,-129,-0.87,18,14639,187,14633,14646,15165,13257
2023-03-14,TX,202312,After-Hours,14713,14737,14660,14737,-52,-0.35,16,,,14705,14719,15165,13257
2023-03-15,TX,202303,Regular,15472,15532,15404,15404,50,0.33,54171,0,13041,15404,15405,17000,12563
2023-03-15,TX,202303,After-Hours,15340,15496,15338,15482,128,0.83,54748,,,15481,15482,17000,12563
2023-03-15,TX,202304,Regular,15402,15475,15316,15328,40,0.26,58835,15330,62084,15328,15332,15858,15174
2023-03-15,TX,202304,After-Hours,15284,15423,15275,15413,125,0.82,15648,,,15411,15412,15858,15174
2023-03-15,TX,202305,Regular,15375,15448,15299,15308,33,0.22,709,15310,1258,15307,15312,15841,15257
2023-03-15,TX,202305,After-Hours,15286,15400,15261,15400,125,0.82,234,,,15388,15399,15841,15257
2023-03-15,TX,202306,Regular,15328,15390,15250,15250,21,0.14,59,15259,707,15256,15262,15793,12496
2023-03-15,TX,202306,After-Hours,15230,15347,15230,15347,118,0.77,38,,,15337,15354,15793,12496
2023-03-15,TX,202309,Regular,14822,14873,14753,14753,39,0.27,15,14753,384,14737,14751,15245,11969
2023-03-15,TX,202309,After-Hours,14732,14800,14732,14776,62,0.42,9,,,14825,14839,15245,11969
2023-03-15,TX,202312,Regular,14762,14802,14679,14679,40,0.27,21,14679,178,14665,14680,15165,13257
2023-03-15,TX,202312,After-Hours,14650,14767,14650,14767,128,0.87,22,,,14756,14767,15165,13257
2023-03-16,TX,202304,Regular,15194,15305,15150,15227,-103,-0.67,115384,15226,65640,15226,15227,15858,15068
2023-03-16,TX,202304,After-Hours,15340,15349,15068,15181,-149,-0.97,100002,,,15181,15182,15858,15068
2023-03-16,TX,202305,Regular,15166,15281,15128,15204,-106,-0.69,1181,15205,1656,15202,15206,15841,15047
2023-03-16,TX,202305,After-Hours,15320,15329,15047,15159,-151,-0.99,1241,,,15159,15161,15841,15047
2023-03-16,TX,202306,Regular,15125,15224,15087,15152,-107,-0.7,134,15152,721,15151,15154,15793,12496
2023-03-16,TX,202306,After-Hours,15260,15260,15006,15106,-153,-1,131,,,15107,15112,15793,12496
2023-03-16,TX,202309,Regular,14658,14711,14626,14631,-122,-0.83,19,14647,384,14644,14650,15245,11969
2023-03-16,TX,202309,After-Hours,14683,14683,14548,14597,-156,-1.06,25,,,14600,14607,15245,11969
2023-03-16,TX,202312,Regular,14472,14635,14472,14560,-119,-0.81,26,14575,188,14572,14578,15165,13257
2023-03-16,TX,202312,After-Hours,14661,14661,14438,14525,-154,-1.05,31,,,14531,14539,15165,13257
2023-03-16,TX,202403,Regular,14536,14585,14451,14496,-157,-1.07,29,14515,11,14512,14519,14585,14451
2023-03-17,TX,202304,Regular,15310,15418,15298,15403,177,1.16,91820,15405,66215,15402,15403,15858,15068
2023-03-17,TX,202304,After-Hours,15197,15356,15162,15341,115,0.76,75085,,,15341,15343,15858,15068
2023-03-17,TX,202305,Regular,15304,15391,15276,15381,176,1.16,1052,15380,1973,15376,15378,15841,15047
2023-03-17,TX,202305,After-Hours,15168,15330,15142,15323,118,0.78,986,,,15315,15320,15841,15047
2023-03-17,TX,202306,Regular,15234,15333,15234,15324,172,1.14,114,15324,735,15320,15321,15793,12496
2023-03-17,TX,202306,After-Hours,15100,15273,15096,15270,118,0.78,92,,,15261,15269,15793,12496
2023-03-17,TX,202309,Regular,14788,14824,14775,14824,177,1.21,15,14824,380,14816,14820,15245,11969
2023-03-17,TX,202309,After-Hours,14608,14775,14608,14775,128,0.87,21,,,14759,14766,15245,11969
2023-03-17,TX,202312,Regular,14654,14765,14654,14760,185,1.27,30,14749,200,14746,14753,15165,13257
2023-03-17,TX,202312,After-Hours,14541,14680,14521,14680,105,0.72,22,,,14685,14692,15165,13257
2023-03-17,TX,202403,Regular,14609,14712,14609,14712,197,1.36,63,14698,42,14695,14702,14712,14451
2023-03-17,TX,202403,After-Hours,14486,14633,14478,14633,118,0.81,55,,,14626,14633,14633,14451
2023-03-20,TX,202304,Regular,15454,15477,15352,15373,-32,-0.21,79652,15370,65540,15370,15373,15858,15068
2023-03-20,TX,202304,After-Hours,15417,15428,15321,15338,-67,-0.43,58496,,,15337,15338,15858,15068
2023-03-20,TX,202305,Regular,15422,15448,15330,15349,-31,-0.2,1075,15348,2243,15345,15351,15841,15047
2023-03-20,TX,202305,After-Hours,15383,15401,15298,15314,-66,-0.43,648,,,15312,15316,15841,15047
2023-03-20,TX,202306,Regular,15377,15383,15280,15307,-17,-0.11,39,15293,729,15290,15296,15793,12496
2023-03-20,TX,202306,After-Hours,15321,15343,15248,15262,-62,-0.4,60,,,15256,15260,15793,12496
2023-03-20,TX,202309,Regular,14882,14902,14800,14800,-24,-0.16,5,14812,391,14808,14817,15245,11969
2023-03-20,TX,202309,After-Hours,14836,14847,14767,14775,-49,-0.33,52,,,14773,14780,15245,11969
2023-03-20,TX,202312,Regular,14797,14797,14782,14782,33,0.22,3,14741,207,14735,14747,15165,13257
2023-03-20,TX,202312,After-Hours,14764,14769,14690,14698,-51,-0.35,21,,,14697,14706,15165,13257
2023-03-20,TX,202403,Regular,14698,14763,14690,14725,27,0.18,26,14689,47,14683,14696,14763,14451
2023-03-20,TX,202403,After-Hours,14716,14716,14636,14669,-29,-0.2,6,,,14638,14653,14716,14451
2023-03-21,TX,202304,Regular,15464,15517,15425,15455,85,0.55,73240,15455,65755,15452,15455,15858,15068
2023-03-21,TX,202304,After-Hours,15291,15451,15211,15445,75,0.49,71128,,,15445,15448,15858,15068
2023-03-21,TX,202305,Regular,15430,15490,15401,15426,78,0.51,677,15426,2162,15426,15431,15841,15047
2023-03-21,TX,202305,After-Hours,15281,15425,15200,15420,72,0.47,814,,,15419,15425,15841,15047
2023-03-21,TX,202306,Regular,15377,15427,15353,15382,89,0.58,106,15372,777,15369,15375,15793,12496
2023-03-21,TX,202306,After-Hours,15200,15364,15182,15362,69,0.45,69,,,15361,15368,15793,12496
2023-03-21,TX,202309,Regular,14899,14938,14890,14890,78,0.53,10,14890,400,14887,14894,15245,11969
2023-03-21,TX,202309,After-Hours,14700,14860,14700,14859,47,0.32,20,,,14881,14888,15245,11969
2023-03-21,TX,202312,Regular,14852,14879,14819,14828,87,0.59,13,14828,206,14818,14825,15165,13257
2023-03-21,TX,202312,After-Hours,14650,14817,14641,14817,76,0.52,6,,,14815,14822,15165,13257
2023-03-21,TX,202403,Regular,14785,14803,14750,14775,86,0.59,23,14775,54,14763,14772,14803,14451
2023-03-21,TX,202403,After-Hours,14588,14763,14588,14763,74,0.5,29,,,14756,14767,14763,14451
2023-03-22,TX,202304,Regular,15589,15725,15568,15712,257,1.66,79375,15715,72441,15712,15714,15858,15068
2023-03-22,TX,202304,After-Hours,15475,15584,15457,15577,122,0.79,51979,,,15575,15577,15858,15068
2023-03-22,TX,202305,Regular,15565,15696,15545,15685,259,1.68,822,15687,2691,15682,15686,15841,15047
2023-03-22,TX,202305,After-Hours,15445,15555,15433,15552,126,0.82,649,,,15548,15552,15841,15047
2023-03-22,TX,202306,Regular,15505,15631,15493,15630,258,1.68,115,15630,835,15621,15626,15793,12496
2023-03-22,TX,202306,After-Hours,15380,15499,15380,15494,122,0.79,41,,,15490,15495,15793,12496
2023-03-22,TX,202309,Regular,15019,15144,15012,15135,245,1.65,31,15135,396,15131,15139,15245,11969
2023-03-22,TX,202309,After-Hours,14902,15012,14902,15012,122,0.82,25,,,15006,15014,15245,11969
2023-03-22,TX,202312,Regular,14939,15080,14939,15080,252,1.7,22,15068,214,15065,15071,15165,13257
2023-03-22,TX,202312,After-Hours,14837,14930,14837,14930,102,0.69,22,,,14940,14943,15165,13257
2023-03-22,TX,202403,Regular,14898,15030,14875,15030,255,1.73,82,15017,76,15013,15021,15030,14451
2023-03-22,TX,202403,After-Hours,14784,14890,14784,14864,89,0.6,48,,,14888,14892,14890,14451
2023-03-23,TX,202304,Regular,15695,15866,15683,15837,122,0.78,87831,15836,75135,15836,15838,15866,15068
2023-03-23,TX,202304,After-Hours,15724,15844,15654,15671,-44,-0.28,71235,,,15667,15672,15858,15068
2023-03-23,TX,202305,Regular,15662,15833,15658,15808,121,0.77,1281,15807,3131,15805,15807,15841,15047
2023-03-23,TX,202305,After-Hours,15685,15812,15628,15644,-43,-0.27,816,,,15637,15645,15841,15047
2023-03-23,TX,202306,Regular,15593,15770,15593,15739,109,0.7,149,15739,872,15739,15743,15793,12496
2023-03-23,TX,202306,After-Hours,15613,15733,15566,15578,-52,-0.33,159,,,15573,15583,15793,12496
2023-03-23,TX,202309,Regular,15161,15270,15127,15226,91,0.6,38,15249,396,15246,15253,15270,11969
2023-03-23,TX,202309,After-Hours,15181,15248,15080,15080,-55,-0.36,37,,,15078,15090,15248,11969
2023-03-23,TX,202312,Regular,15050,15164,15050,15164,96,0.64,15,15176,205,15172,15181,15170,13257
2023-03-23,TX,202312,After-Hours,15100,15170,15028,15028,-40,-0.27,28,,,15013,15025,15170,13257
2023-03-23,TX,202403,Regular,15022,15159,15021,15116,99,0.66,38,15127,88,15124,15130,15159,14451
2023-03-23,TX,202403,After-Hours,15053,15117,14966,14966,-51,-0.34,51,,,14964,14979,15117,14451
2023-03-24,TX,202304,Regular,15878,15923,15806,15912,76,0.48,72534,15917,74211,15912,15920,15979,15068
2023-03-24,TX,202304,After-Hours,15847,15979,15798,15899,63,0.4,70836,,,15899,15902,15979,15068
2023-03-24,TX,202305,Regular,15847,15892,15778,15886,79,0.5,912,15886,3477,15881,15891,15946,15047
2023-03-24,TX,202305,After-Hours,15849,15946,15770,15873,66,0.42,1009,,,15868,15874,15946,15047
2023-03-24,TX,202306,Regular,15773,15820,15718,15816,77,0.49,75,15816,931,15810,15821,15870,12496
2023-03-24,TX,202306,After-Hours,15772,15870,15715,15772,33,0.21,117,,,15799,15805,15870,12496
2023-03-24,TX,202309,Regular,15230,15289,15228,15289,40,0.26,17,15310,395,15303,15317,15372,11969
2023-03-24,TX,202309,After-Hours,15263,15372,15218,15287,38,0.25,135,,,15293,15312,15372,11969
2023-03-24,TX,202312,Regular,,,,,,,0,15243,213,15235,15251,15282,13257
2023-03-24,TX,202312,After-Hours,15186,15282,15150,15207,31,0.2,27,,,15227,15242,15282,13257
2023-03-24,TX,202403,Regular,15125,15192,15118,15192,65,0.43,11,15192,92,15185,15201,15246,14451
2023-03-24,TX,202403,After-Hours,15150,15246,15110,15176,49,0.32,42,,,15174,15192,15246,14451
2023-03-27,TX,202304,Regular,15855,15893,15793,15831,-86,-0.54,72250,15829,69345,15828,15832,15979,15068
2023-03-27,TX,202304,After-Hours,15907,15935,15780,15880,-37,-0.23,66598,,,15880,15881,15979,15068
2023-03-27,TX,202305,Regular,15841,15865,15768,15800,-86,-0.54,1347,15801,3882,15800,15805,15946,15047
2023-03-27,TX,202305,After-Hours,15879,15905,15755,15851,-35,-0.22,687,,,15851,15854,15946,15047
2023-03-27,TX,202306,Regular,15785,15785,15700,15736,-80,-0.51,124,15736,991,15731,15737,15870,12496
2023-03-27,TX,202306,After-Hours,15807,15819,15682,15784,-32,-0.2,155,,,15780,15784,15870,12496
2023-03-27,TX,202309,Regular,15282,15282,15227,15280,-30,-0.2,14,15243,394,15240,15246,15372,11969
2023-03-27,TX,202309,After-Hours,15315,15315,15196,15250,-60,-0.39,22,,,15281,15289,15372,11969
2023-03-27,TX,202312,Regular,15151,15218,15151,15218,-25,-0.16,4,15171,213,15167,15176,15282,13257
2023-03-27,TX,202312,After-Hours,15154,15158,15154,15158,-85,-0.56,4,,,15215,15221,15282,13257
2023-03-27,TX,202403,Regular,15162,15170,15102,15119,-73,-0.48,21,15119,95,15112,15122,15246,14451
2023-03-27,TX,202403,After-Hours,15209,15209,15071,15160,-32,-0.21,26,,,15158,15166,15246,14451
2023-03-28,TX,202304,Regular,15814,15829,15655,15690,-139,-0.88,84158,15689,69508,15689,15693,15979,15068
2023-03-28,TX,202304,After-Hours,15815,15831,15722,15760,-69,-0.44,51905,,,15760,15764,15979,15068
2023-03-28,TX,202305,Regular,15776,15800,15631,15666,-135,-0.85,1001,15666,4133,15663,15668,15946,15047
2023-03-28,TX,202305,After-Hours,15788,15800,15698,15734,-67,-0.42,532,,,15732,15738,15946,15047
2023-03-28,TX,202306,Regular,15708,15715,15568,15596,-140,-0.89,136,15596,1069,15595,15602,15870,12496
2023-03-28,TX,202306,After-Hours,15681,15708,15632,15650,-86,-0.55,32,,,15664,15670,15870,12496
2023-03-28,TX,202309,Regular,15150,15150,15080,15080,-163,-1.07,14,15113,390,15109,15118,15372,11969
2023-03-28,TX,202309,After-Hours,15168,15207,15156,15189,-54,-0.35,22,,,15170,15179,15372,11969
2023-03-28,TX,202312,Regular,15160,15160,15020,15020,-151,-1,9,15041,216,15036,15046,15282,13257
2023-03-28,TX,202312,After-Hours,15100,15123,15080,15080,-91,-0.6,7,,,15103,15112,15282,13257
2023-03-28,TX,202403,Regular,15091,15091,14980,14980,-139,-0.92,7,14994,93,14989,14999,15246,14451
2023-03-28,TX,202403,After-Hours,15070,15097,15027,15048,-71,-0.47,15,,,15052,15062,15246,14451
2023-03-29,TX,202304,Regular,15730,15787,15653,15740,51,0.33,77212,15738,69250,15738,15740,15979,15068
2023-03-29,TX,202304,After-Hours,15710,15719,15642,15695,6,0.04,40073,,,15691,15694,15979,15068
2023-03-29,TX,202305,Regular,15695,15759,15629,15711,45,0.29,1039,15712,4197,15712,15716,15946,15047
2023-03-29,TX,202305,After-Hours,15685,15690,15620,15671,5,0.03,605,,,15665,15671,15946,15047
2023-03-29,TX,202306,Regular,15635,15690,15565,15645,49,0.31,72,15645,1101,15644,15649,15870,12496
2023-03-29,TX,202306,After-Hours,15611,15625,15576,15588,-8,-0.05,26,,,15598,15603,15870,12496
2023-03-29,TX,202309,Regular,15157,15193,15094,15155,42,0.28,29,15155,387,15151,15156,15372,11969
2023-03-29,TX,202309,After-Hours,15126,15126,15088,15094,-19,-0.13,9,,,15109,15117,15372,11969
2023-03-29,TX,202312,Regular,15067,15126,15037,15049,8,0.05,10,15080,219,15077,15083,15282,13257
2023-03-29,TX,202312,After-Hours,15056,15056,15015,15015,-26,-0.17,5,,,15040,15047,15282,13257
2023-03-29,TX,202403,Regular,15030,15080,15030,15032,38,0.25,9,15032,95,15034,15040,15246,14451
2023-03-29,TX,202403,After-Hours,15009,15009,14970,14998,4,0.03,5,,,14990,14999,15246,14451
2023-03-30,TX,202304,Regular,15822,15862,15761,15821,83,0.53,78724,15819,68933,15821,15826,15979,15068
2023-03-30,TX,202304,After-Hours,15752,15849,15742,15840,102,0.65,36525,,,15840,15844,15979,15068
2023-03-30,TX,202305,Regular,15798,15832,15736,15796,84,0.53,1631,15792,4187,15794,15801,15946,15047
2023-03-30,TX,202305,After-Hours,15720,15821,15720,15821,109,0.69,459,,,15812,15819,15946,15047
2023-03-30,TX,202306,Regular,15732,15765,15670,15726,81,0.52,113,15726,1122,15727,15734,15870,12496
2023-03-30,TX,202306,After-Hours,15656,15754,15654,15754,109,0.7,50,,,15746,15752,15870,12496
2023-03-30,TX,202309,Regular,15225,15257,15196,15230,75,0.49,20,15230,384,15225,15234,15372,11969
2023-03-30,TX,202309,After-Hours,15185,15253,15185,15253,98,0.65,23,,,15243,15253,15372,11969
2023-03-30,TX,202312,Regular,15150,15169,15121,15158,78,0.52,5,15158,219,15156,15166,15282,13257
2023-03-30,TX,202312,After-Hours,15121,15170,15121,15170,90,0.6,5,,,15174,15184,15282,13257
2023-03-30,TX,202403,Regular,15114,15145,15090,15123,91,0.61,10,15123,94,15110,15120,15246,14451
2023-03-30,TX,202403,After-Hours,15088,15130,15088,15127,95,0.63,28,,,15121,15131,15246,14451
2023-03-31,TX,202304,Regular,15879,15965,15860,15864,45,0.28,82044,15864,69836,15862,15864,15979,15068
2023-03-31,TX,202304,After-Hours,15830,15892,15820,15865,46,0.29,34314,,,15864,15866,15979,15068
2023-03-31,TX,202305,Regular,15849,15935,15835,15837,45,0.28,875,15837,4429,15835,15839,15946,15047
2023-03-31,TX,202305,After-Hours,15801,15862,15801,15840,48,0.3,496,,,15837,15841,15946,15047
2023-03-31,TX,202306,Regular,15789,15869,15768,15771,45,0.29,174,15771,1191,15768,15772,15870,12496
2023-03-31,TX,202306,After-Hours,15740,15796,15736,15782,56,0.36,137,,,15771,15775,15870,12496
2023-03-31,TX,202309,Regular,15312,15352,15272,15272,42,0.28,30,15272,381,15266,15273,15372,11969
2023-03-31,TX,202309,After-Hours,15252,15292,15246,15272,42,0.28,26,,,15267,15274,15372,11969
2023-03-31,TX,202312,Regular,15248,15288,15223,15223,65,0.43,14,15200,221,15197,15204,15288,13257
2023-03-31,TX,202312,After-Hours,15176,15216,15176,15204,46,0.3,6,,,15198,15205,15282,13257
2023-03-31,TX,202403,Regular,15204,15220,15164,15178,55,0.36,28,15153,96,15150,15157,15246,14451
2023-03-31,TX,202403,After-Hours,15130,15176,15130,15144,21,0.14,30,,,15154,15162,15246,14451
2023-04-06,TX,202304,Regular,15780,15793,15701,15760,-104,-0.66,71495,15762,68514,15762,15764,15979,15068
2023-04-06,TX,202304,After-Hours,15848,15928,15810,15919,55,0.35,39855,,,15917,15920,15979,15068
2023-04-06,TX,202305,Regular,15793,15793,15678,15737,-100,-0.63,1362,15737,4392,15736,15740,15946,15047
2023-04-06,TX,202305,After-Hours,15808,15902,15785,15891,54,0.34,501,,,15891,15894,15946,15047
2023-04-06,TX,202306,Regular,15700,15700,15615,15670,-101,-0.64,172,15670,1221,15669,15674,15870,12496
2023-04-06,TX,202306,After-Hours,15754,15831,15728,15826,55,0.35,336,,,15826,15829,15870,12496
2023-04-06,TX,202309,Regular,15174,15200,15120,15174,-98,-0.64,19,15174,381,15171,15177,15372,11969
2023-04-06,TX,202309,After-Hours,15268,15333,15257,15324,52,0.34,35,,,15323,15331,15372,11969
2023-04-06,TX,202312,Regular,15107,15132,15055,15132,-68,-0.45,7,15105,224,15103,15108,15288,13257
2023-04-06,TX,202312,After-Hours,15212,15261,15212,15243,43,0.28,7,,,15253,15261,15288,13257
2023-04-06,TX,202403,Regular,15061,15087,15048,15087,-66,-0.44,4,15060,103,15057,15063,15246,14451
2023-04-06,TX,202403,After-Hours,15128,15214,15128,15210,57,0.38,46,,,15204,15213,15246,14451
2023-04-07,TX,202304,Regular,15850,15870,15796,15818,56,0.36,52583,15818,69593,15819,15822,15979,15068
2023-04-07,TX,202304,After-Hours,15782,15845,15750,15821,59,0.37,36535,,,15818,15821,15979,15068
2023-04-07,TX,202305,Regular,15807,15842,15772,15791,54,0.34,748,15793,4498,15792,15797,15946,15047
2023-04-07,TX,202305,After-Hours,15754,15818,15728,15794,57,0.36,603,,,15792,15797,15946,15047
2023-04-07,TX,202306,Regular,15745,15775,15710,15730,60,0.38,136,15730,1329,15724,15729,15870,12496
2023-04-07,TX,202306,After-Hours,15690,15750,15666,15726,56,0.36,109,,,15726,15730,15870,12496
2023-04-07,TX,202309,Regular,15252,15266,15215,15215,41,0.27,8,15228,383,15225,15232,15372,11969
2023-04-07,TX,202309,After-Hours,15191,15246,15185,15246,72,0.47,20,,,15225,15232,15372,11969
2023-04-07,TX,202312,Regular,15195,15195,15138,15138,33,0.22,6,15160,228,15157,15164,15288,13257
2023-04-07,TX,202312,After-Hours,15108,15177,15108,15165,60,0.4,4,,,15158,15165,15288,13257
2023-04-07,TX,202403,Regular,,,,,,,0,15112,104,15109,15116,15246,14451
2023-04-07,TX,202403,After-Hours,15088,15099,15088,15099,39,0.26,2,,,15110,15117,15246,14451
2023-04-10,TX,202304,Regular,15839,15927,15828,15849,31,0.2,61327,15851,70836,15849,15850,15979,15068
2023-04-10,TX,202304,After-Hours,15814,15834,15806,15829,11,0.07,10869,,,15826,15829,15979,15068
2023-04-10,TX,202305,Regular,15805,15898,15802,15823,30,0.19,1322,15823,4933,15820,15823,15946,15047
2023-04-10,TX,202305,After-Hours,15786,15807,15781,15800,7,0.04,109,,,15799,15803,15946,15047
2023-04-10,TX,202306,Regular,15742,15829,15735,15758,28,0.18,199,15758,1427,15751,15755,15870,12496
2023-04-10,TX,202306,After-Hours,15718,15739,15714,15727,-3,-0.02,25,,,15731,15737,15870,12496
2023-04-10,TX,202309,Regular,15255,15328,15250,15275,47,0.31,19,15252,384,15250,15255,15372,11969
2023-04-10,TX,202309,After-Hours,15225,15225,15225,15225,-3,-0.02,1,,,15232,15236,15372,11969
2023-04-10,TX,202312,Regular,15193,15240,15193,15197,37,0.24,8,15184,229,15183,15186,15288,13257
2023-04-10,TX,202312,After-Hours,,,,,,,0,,,15162,15169,15288,13257
2023-04-10,TX,202403,Regular,15147,15214,15147,15156,44,0.29,16,15136,106,15133,15139,15246,14451
2023-04-10,TX,202403,After-Hours,,,,,,,0,,,15116,15124,15246,14451
2023-04-11,TX,202304,Regular,15834,15963,15825,15921,70,0.44,81532,15924,70630,15921,15926,15979,15068
2023-04-11,TX,202304,After-Hours,15845,15866,15733,15818,-33,-0.21,39418,,,15818,15821,15979,15068
2023-04-11,TX,202305,Regular,15810,15931,15801,15897,74,0.47,1903,15894,5536,15891,15896,15946,15047
2023-04-11,TX,202305,After-Hours,15819,15837,15708,15795,-28,-0.18,1268,,,15790,15796,15946,15047
2023-04-11,TX,202306,Regular,15739,15854,15739,15822,64,0.41,269,15822,1517,15816,15823,15870,12496
2023-04-11,TX,202306,After-Hours,15749,15767,15650,15706,-52,-0.33,65,,,15721,15727,15870,12496
2023-04-11,TX,202309,Regular,15281,15346,15281,15300,48,0.31,28,15317,384,15312,15322,15372,11969
